epoch,time,train/box_loss,train/pose_loss,train/kobj_loss,train/cls_loss,train/dfl_loss,metrics/precision(B),metrics/recall(B),metrics/mAP50(B),metrics/mAP50-95(B),metrics/precision(P),metrics/recall(P),metrics/mAP50(P),metrics/mAP50-95(P),val/box_loss,val/pose_loss,val/kobj_loss,val/cls_loss,val/dfl_loss,lr/pg0,lr/pg1,lr/pg2
506,806.477,0.682,0.78578,0.09176,0.42149,0.86872,0.9972,1,0.995,0.85332,0.95384,0.95652,0.9735,0.86773,0.70444,0.74592,0.01872,0.40526,0.8519,0.0010001,0.0010001,0.0010001
507,808.12,0.6334,0.78643,0.13139,0.39035,0.85012,0.99737,1,0.995,0.85376,0.954,0.95652,0.9735,0.87339,0.73108,0.70913,0.01958,0.3988,0.8521,0.00099812,0.00099812,0.00099812
508,809.698,0.58799,0.71201,0.13008,0.37434,0.85977,0.99728,1,0.995,0.85365,0.95392,0.95652,0.96635,0.8552,0.69179,0.69201,0.01906,0.37931,0.84247,0.00099614,0.00099614,0.00099614
509,811.365,0.56593,0.64583,0.13046,0.37318,0.83962,0.99738,1,0.995,0.83136,0.99738,1,0.995,0.85911,0.73981,0.69136,0.01846,0.39004,0.84846,0.00099416,0.00099416,0.00099416
510,812.956,0.57868,0.77992,0.16288,0.38789,0.832,0.99752,1,0.995,0.82654,0.99752,1,0.995,0.86985,0.77193,0.68691,0.01815,0.4097,0.85628,0.00099218,0.00099218,0.00099218
511,814.528,0.59532,0.74827,0.11027,0.38671,0.84625,0.99741,1,0.995,0.8363,0.99741,1,0.995,0.86805,0.72135,0.70549,0.01807,0.39521,0.85485,0.0009902,0.0009902,0.0009902
512,816.108,0.57114,0.68888,0.14363,0.37449,0.82838,0.99737,1,0.995,0.84817,0.99737,1,0.995,0.85224,0.74795,0.7405,0.01893,0.39942,0.85536,0.00098822,0.00098822,0.00098822
513,817.696,0.53894,0.65958,0.09117,0.36805,0.8401,0.99738,1,0.995,0.8405,0.95416,0.95652,0.97132,0.85966,0.73852,0.76873,0.01936,0.40366,0.85282,0.00098624,0.00098624,0.00098624
514,819.276,0.54879,0.72156,0.13746,0.35555,0.83326,0.99733,1,0.995,0.85505,0.95397,0.95652,0.96859,0.84918,0.70242,0.76922,0.01905,0.37284,0.84915,0.00098426,0.00098426,0.00098426
515,820.969,0.58963,0.75206,0.15443,0.37122,0.83878,0.99737,1,0.995,0.86584,0.95401,0.95652,0.97272,0.86378,0.6923,0.75619,0.01974,0.38723,0.84944,0.00098228,0.00098228,0.00098228
516,822.543,0.55675,0.62807,0.08922,0.36291,0.83772,0.99748,1,0.995,0.85614,0.95479,0.95652,0.97446,0.86559,0.70718,0.75243,0.0203,0.39347,0.8461,0.0009803,0.0009803,0.0009803
517,824.127,0.56354,0.7348,0.08191,0.37799,0.84144,0.99738,1,0.995,0.8388,0.95402,0.95652,0.96859,0.86055,0.74073,0.7614,0.0198,0.40372,0.84802,0.00097832,0.00097832,0.00097832
518,825.693,0.58396,0.71601,0.08649,0.38449,0.86116,0.99725,1,0.995,0.83752,0.95389,0.95652,0.96285,0.83527,0.70449,0.80406,0.01906,0.38964,0.84172,0.00097634,0.00097634,0.00097634
519,827.239,0.54413,0.66776,0.15253,0.35242,0.83646,0.99743,1,0.995,0.83954,0.95406,0.95652,0.96343,0.84422,0.70639,0.79586,0.01873,0.39757,0.84288,0.00097436,0.00097436,0.00097436
520,828.817,0.54847,0.67665,0.18749,0.37531,0.8676,0.99721,1,0.995,0.85248,0.95386,0.95652,0.96531,0.83906,0.67523,0.78121,0.01715,0.39546,0.84289,0.00097238,0.00097238,0.00097238
521,830.429,0.62245,0.79445,0.19187,0.3916,0.865,0.99739,1,0.995,0.85085,0.95402,0.95652,0.96503,0.83915,0.69596,0.76204,0.01774,0.3939,0.84733,0.0009704,0.0009704,0.0009704
522,832.006,0.55729,0.74105,0.15759,0.3728,0.82881,0.99711,1,0.995,0.82567,0.95375,0.95652,0.95966,0.83809,0.7082,0.75335,0.01904,0.40445,0.84452,0.00096842,0.00096842,0.00096842
523,833.652,0.53481,0.73495,0.09984,0.36798,0.83246,0.99741,1,0.995,0.84944,0.95405,0.95652,0.95966,0.84412,0.71718,0.76226,0.01908,0.39145,0.8504,0.00096644,0.00096644,0.00096644
524,835.243,0.56183,0.6354,0.10209,0.37463,0.82723,0.99692,1,0.995,0.85016,0.95357,0.95652,0.96503,0.85852,0.66867,0.74347,0.01888,0.36541,0.83973,0.00096446,0.00096446,0.00096446
525,836.771,0.56454,0.74278,0.18684,0.37426,0.83843,0.99722,1,0.995,0.84797,0.95386,0.95652,0.9656,0.84166,0.68543,0.75308,0.01828,0.38929,0.8379,0.00096248,0.00096248,0.00096248
526,838.342,0.57421,0.69473,0.10957,0.38159,0.83371,0.99728,1,0.995,0.83885,0.95439,0.95652,0.96705,0.84394,0.71871,0.79414,0.01777,0.41095,0.84688,0.0009605,0.0009605,0.0009605
527,839.939,0.54502,0.66687,0.15285,0.36112,0.83464,0.99731,1,0.995,0.82886,0.95436,0.95652,0.96765,0.84753,0.72407,0.77948,0.01925,0.40302,0.8513,0.00095852,0.00095852,0.00095852
