epoch,time,train/box_loss,train/cls_loss,train/dfl_loss,metrics/precision(B),metrics/recall(B),metrics/mAP50(B),metrics/mAP50-95(B),val/box_loss,val/cls_loss,val/dfl_loss,lr/pg0,lr/pg1,lr/pg2
587,862.196,0.58547,0.34965,0.83558,0.99788,1,0.995,0.87303,0.62328,0.34098,0.87775,0.00083972,0.00083972,0.00083972
588,863.625,0.51383,0.31776,0.8074,0.99781,1,0.995,0.86812,0.65591,0.36405,0.87806,0.00083774,0.00083774,0.00083774
589,865.074,0.48678,0.33137,0.8245,0.99769,1,0.995,0.84382,0.66124,0.36764,0.87517,0.00083576,0.00083576,0.00083576
590,866.507,0.51723,0.33109,0.78491,1,1,0.995,0.88547,0.60451,0.3638,0.86932,0.00083378,0.00083378,0.00083378
591,867.927,0.51167,0.33356,0.81127,1,1,0.995,0.88126,0.60893,0.33846,0.8702,0.0008318,0.0008318,0.0008318
592,869.364,0.49241,0.32985,0.80306,0.99759,1,0.995,0.88439,0.59258,0.33021,0.86981,0.00082982,0.00082982,0.00082982
593,870.789,0.52941,0.3197,0.83963,0.99763,1,0.995,0.86668,0.61021,0.32586,0.8749,0.00082784,0.00082784,0.00082784
594,872.197,0.46746,0.31851,0.81001,0.99755,1,0.995,0.8745,0.59321,0.32294,0.86839,0.00082586,0.00082586,0.00082586
595,873.615,0.49918,0.32437,0.82584,0.99753,1,0.995,0.87096,0.60308,0.33294,0.87115,0.00082388,0.00082388,0.00082388
596,875.071,0.49438,0.3166,0.82785,0.99763,1,0.995,0.87594,0.5869,0.32177,0.87069,0.0008219,0.0008219,0.0008219
597,876.503,0.50343,0.3261,0.82074,0.99728,1,0.995,0.86504,0.59666,0.34195,0.8689,0.00081992,0.00081992,0.00081992
598,877.932,0.50333,0.32533,0.82107,0.99571,1,0.995,0.86139,0.63461,0.36332,0.87184,0.00081794,0.00081794,0.00081794
599,879.367,0.54118,0.339,0.85375,0.99761,1,0.995,0.85754,0.60894,0.34076,0.86621,0.00081596,0.00081596,0.00081596
600,880.815,0.47819,0.3187,0.83785,0.99759,1,0.995,0.87225,0.57158,0.31626,0.86448,0.00081398,0.00081398,0.00081398
601,882.259,0.47545,0.33217,0.83324,0.99759,1,0.995,0.88868,0.59012,0.31228,0.86964,0.000812,0.000812,0.000812
602,883.697,0.49241,0.33416,0.80449,0.9976,1,0.995,0.8759,0.62028,0.32425,0.87792,0.00081002,0.00081002,0.00081002
603,885.12,0.48003,0.32463,0.8488,1,1,0.995,0.87835,0.6319,0.34436,0.88151,0.00080804,0.00080804,0.00080804
604,886.608,0.49613,0.31558,0.81953,0.9976,1,0.995,0.87667,0.62876,0.33602,0.88237,0.00080606,0.00080606,0.00080606
605,888.065,0.46856,0.31391,0.81102,0.99759,1,0.995,0.8681,0.60555,0.34534,0.87563,0.00080408,0.00080408,0.00080408
